Shipment_ID,Origin_Name,Origin_Lat,Origin_Lon,Destination_Name,Destination_Lat,Destination_Lon,Transport_Mode,Distance_KM,Base_Cost_USD,Transit_Days,Delay_Days,CO2_Emissions_Tons,Weather_Condition,Geopolitical_Risk,Port_Congestion_Index
GLOBAL-EXP-10285,Shenzhen Port,22.5431,114.0579,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,11692.08,16873.01,30.0,0.0,0.61,Clear,Low,9.1
GLOBAL-EXP-10286,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Road Freight,11176.46,41831.95,12.1,0.0,1.9,Minor Storm,Medium,8.7
GLOBAL-EXP-10287,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Sea Freight,6990.39,6845.22,19.2,0.0,0.38,Clear,Low,3.0
GLOBAL-EXP-10288,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Air Freight,13563.31,75124.45,3.0,0.0,13.02,Clear,Low,4.2
GLOBAL-EXP-10289,Shenzhen Port,22.5431,114.0579,Rotterdam Hub,51.9244,4.4777,Road Freight,14694.3,55657.76,15.0,0.0,3.08,Minor Storm,Low,1.8
GLOBAL-EXP-10290,Shenzhen Port,22.5431,114.0579,Frankfurt Logistics Hub,50.1109,8.6821,Rail Freight,13847.62,30069.0,18.0,0.0,1.7,Minor Storm,Medium,6.9
GLOBAL-EXP-10291,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Road Freight,8385.6,28847.27,10.1,0.0,1.64,Minor Storm,Low,1.2
GLOBAL-EXP-10292,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Road Freight,17163.01,44521.04,20.1,0.0,3.24,Clear,Medium,3.7
GLOBAL-EXP-10293,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Rail Freight,9652.16,20986.07,15.0,0.0,1.16,Minor Storm,Low,2.9
GLOBAL-EXP-10294,Shenzhen Port,22.5431,114.0579,Frankfurt Logistics Hub,50.1109,8.6821,Rail Freight,8481.64,35350.64,12.3,12.3,0.97,Minor Storm,High (Suez Crisis),6.8
GLOBAL-EXP-10295,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Sea Freight,14153.78,13184.11,38.5,0.0,0.76,Clear,Low,5.1
GLOBAL-EXP-10296,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Air Freight,5870.91,32706.41,3.4,0.0,6.23,Clear,Low,6.0
GLOBAL-EXP-10297,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Sea Freight,8423.13,7673.78,33.8,9.8,0.45,Severe Typhoon,Medium,3.4
GLOBAL-EXP-10298,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,2749.63,2731.26,24.0,0.0,0.13,Clear,Low,8.6
GLOBAL-EXP-10299,Shanghai Port,31.2304,121.4737,Hamburg Hub,53.5511,9.9937,Sea Freight,16894.2,23292.04,33.1,10.9,0.86,Severe Typhoon,Low,6.1
GLOBAL-EXP-10300,Shenzhen Port,22.5431,114.0579,Frankfurt Logistics Hub,50.1109,8.6821,Rail Freight,8037.09,34252.52,10.8,14.9,0.97,Clear,High (Suez Crisis),4.5
GLOBAL-EXP-10301,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Road Freight,6067.7,22075.3,7.8,0.0,1.08,Minor Storm,Low,2.2
GLOBAL-EXP-10302,Ambarli Port (Istanbul),40.9681,28.6946,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,14509.18,18149.6,28.9,0.0,0.71,Clear,Low,9.6
GLOBAL-EXP-10303,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Sea Freight,12150.79,16276.54,25.2,0.0,0.65,Clear,Low,2.7
GLOBAL-EXP-10304,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Road Freight,12517.66,38979.56,16.0,9.4,2.19,Severe Typhoon,Low,6.5
GLOBAL-EXP-10305,Shenzhen Port,22.5431,114.0579,Rotterdam Hub,51.9244,4.4777,Road Freight,13793.54,51959.86,13.7,7.7,2.7,Severe Typhoon,Low,6.2
GLOBAL-EXP-10306,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Rail Freight,3784.2,9910.94,8.9,0.0,0.47,Clear,Low,1.1
GLOBAL-EXP-10307,Shanghai Port,31.2304,121.4737,Hamburg Hub,53.5511,9.9937,Road Freight,17181.54,43655.68,19.3,0.0,3.09,Minor Storm,Medium,9.2
GLOBAL-EXP-10308,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Sea Freight,10304.52,17726.63,27.6,17.7,0.54,Clear,High (Suez Crisis),5.7
GLOBAL-EXP-10309,Shenzhen Port,22.5431,114.0579,Port of Los Angeles,33.7423,-118.2705,Rail Freight,8121.29,19826.33,11.3,0.0,0.92,Clear,Low,4.0
GLOBAL-EXP-10310,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Rail Freight,7947.83,15908.57,11.8,0.0,0.95,Clear,Low,9.8
GLOBAL-EXP-10311,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,11698.35,11742.81,27.7,0.0,0.54,Clear,Medium,9.1
GLOBAL-EXP-10312,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Sea Freight,13959.11,15797.06,28.3,0.0,0.76,Clear,Low,9.5
GLOBAL-EXP-10313,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Road Freight,10980.7,38542.32,12.0,0.0,2.17,Minor Storm,Low,6.6
GLOBAL-EXP-10314,Shanghai Port,31.2304,121.4737,Hamburg Hub,53.5511,9.9937,Sea Freight,4351.4,5951.79,25.0,0.0,0.21,Minor Storm,Low,7.1
GLOBAL-EXP-10315,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Sea Freight,13599.7,16009.15,27.9,9.5,0.71,Severe Typhoon,Low,9.4
GLOBAL-EXP-10316,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Sea Freight,17326.95,20285.73,35.3,0.0,0.87,Clear,Low,7.1
GLOBAL-EXP-10317,Shanghai Port,31.2304,121.4737,Hamburg Hub,53.5511,9.9937,Air Freight,10749.75,51281.29,3.3,10.9,10.88,Severe Typhoon,Medium,5.3
GLOBAL-EXP-10318,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Road Freight,14690.29,71591.53,15.2,12.0,3.06,Minor Storm,Extreme (Chokepoint Blocked),9.6
GLOBAL-EXP-10319,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Road Freight,5505.88,17049.8,10.3,5.7,0.95,Heavy Snow,Low,1.1
GLOBAL-EXP-10320,Shenzhen Port,22.5431,114.0579,Port of Los Angeles,33.7423,-118.2705,Road Freight,17099.23,86522.73,18.3,17.6,3.57,Minor Storm,High (Suez Crisis),2.5
GLOBAL-EXP-10321,Ambarli Port (Istanbul),40.9681,28.6946,Hamburg Hub,53.5511,9.9937,Road Freight,9331.75,32808.15,13.6,0.0,1.86,Clear,Low,8.7
GLOBAL-EXP-10322,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Sea Freight,16819.11,16147.58,40.5,0.0,0.79,Clear,Low,3.9
GLOBAL-EXP-10323,Shenzhen Port,22.5431,114.0579,Frankfurt Logistics Hub,50.1109,8.6821,Road Freight,5932.92,17938.74,10.5,0.0,0.98,Minor Storm,Low,9.1
GLOBAL-EXP-10324,Shenzhen Port,22.5431,114.0579,Port of Los Angeles,33.7423,-118.2705,Rail Freight,2718.58,10691.72,8.7,29.2,0.3,Severe Typhoon,Extreme (Chokepoint Blocked),9.6
GLOBAL-EXP-10325,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Air Freight,8181.17,59207.37,2.9,19.0,8.75,Minor Storm,Extreme (Chokepoint Blocked),8.9
GLOBAL-EXP-10326,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Rail Freight,2622.88,5359.13,7.6,0.0,0.33,Clear,Low,3.5
GLOBAL-EXP-10327,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Sea Freight,8840.03,9091.41,33.6,0.0,0.41,Minor Storm,Low,4.9
GLOBAL-EXP-10328,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Air Freight,14485.85,75536.51,3.8,8.7,13.63,Severe Typhoon,Low,2.7
GLOBAL-EXP-10329,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Rail Freight,7829.67,18433.31,14.6,0.0,0.89,Clear,Low,1.9
GLOBAL-EXP-10330,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Rail Freight,14337.97,39939.56,15.3,0.0,1.81,Clear,Low,5.9
GLOBAL-EXP-10331,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Rail Freight,10747.21,28355.71,15.1,6.9,1.09,Severe Typhoon,Low,7.5
GLOBAL-EXP-10332,Ambarli Port (Istanbul),40.9681,28.6946,Frankfurt Logistics Hub,50.1109,8.6821,Rail Freight,5686.67,11383.39,12.4,0.0,0.73,Clear,Low,3.0
GLOBAL-EXP-10333,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Rail Freight,11754.1,36146.77,16.9,0.0,1.26,Clear,Medium,3.4
GLOBAL-EXP-10334,Shanghai Port,31.2304,121.4737,Hamburg Hub,53.5511,9.9937,Road Freight,17757.73,61806.2,18.4,9.3,3.4,Severe Typhoon,Medium,1.7
GLOBAL-EXP-10335,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Air Freight,10281.54,50413.17,3.5,0.0,10.24,Clear,Low,4.3
GLOBAL-EXP-10336,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Rail Freight,3640.26,9525.18,10.0,0.0,0.4,Minor Storm,Medium,9.4
GLOBAL-EXP-10337,Ambarli Port (Istanbul),40.9681,28.6946,Hamburg Hub,53.5511,9.9937,Road Freight,14856.29,39497.52,14.9,0.0,3.02,Clear,Low,4.1
GLOBAL-EXP-10338,Shenzhen Port,22.5431,114.0579,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,7369.77,10943.87,32.1,0.0,0.38,Clear,Low,7.5
GLOBAL-EXP-10339,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Rail Freight,9720.01,25349.85,13.4,0.0,1.24,Clear,Low,1.1
GLOBAL-EXP-10340,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Rail Freight,17524.11,44251.78,17.9,0.0,2.12,Clear,Medium,8.4
GLOBAL-EXP-10341,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Sea Freight,6941.35,7896.38,20.5,0.0,0.38,Clear,Low,7.4
GLOBAL-EXP-10342,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Road Freight,4516.37,13109.78,6.9,0.0,0.92,Clear,Medium,7.1
GLOBAL-EXP-10343,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Rail Freight,15610.88,66981.42,18.5,11.6,1.68,Clear,High (Suez Crisis),2.7
GLOBAL-EXP-10344,Ambarli Port (Istanbul),40.9681,28.6946,Hamburg Hub,53.5511,9.9937,Sea Freight,11940.68,12344.69,35.9,0.0,0.59,Clear,Low,1.6
GLOBAL-EXP-10345,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Air Freight,12840.66,59171.88,3.0,0.0,12.54,Clear,Low,9.8
GLOBAL-EXP-10346,Ambarli Port (Istanbul),40.9681,28.6946,Hamburg Hub,53.5511,9.9937,Rail Freight,8693.34,25220.5,11.3,0.0,0.94,Minor Storm,Low,3.5
GLOBAL-EXP-10347,Shenzhen Port,22.5431,114.0579,Rotterdam Hub,51.9244,4.4777,Sea Freight,17633.67,15379.82,40.3,0.0,0.97,Clear,Low,6.0
GLOBAL-EXP-10348,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Road Freight,8361.8,23777.27,9.8,0.0,1.56,Clear,Low,3.4
GLOBAL-EXP-10349,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Air Freight,11525.75,54841.45,4.3,0.0,10.53,Minor Storm,Low,4.9
GLOBAL-EXP-10350,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Rail Freight,6278.43,12670.71,14.0,0.0,0.68,Minor Storm,Low,7.1
GLOBAL-EXP-10351,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Road Freight,5992.39,14996.7,7.7,0.0,1.02,Clear,Low,5.0
GLOBAL-EXP-10352,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Rail Freight,5242.12,19143.65,12.0,14.1,0.63,Minor Storm,High (Suez Crisis),1.1
GLOBAL-EXP-10353,Ambarli Port (Istanbul),40.9681,28.6946,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,5527.74,9760.94,26.2,12.1,0.29,Clear,High (Suez Crisis),7.0
GLOBAL-EXP-10354,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Rail Freight,13974.15,43284.35,16.5,0.0,1.51,Clear,Low,4.9
GLOBAL-EXP-10355,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Air Freight,10750.02,59189.73,3.7,9.2,10.11,Heavy Snow,Low,8.4
GLOBAL-EXP-10356,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Road Freight,5430.5,15488.06,7.5,0.0,0.91,Clear,Low,5.1
GLOBAL-EXP-10357,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Air Freight,7955.21,39772.47,3.8,0.0,7.77,Clear,Low,5.4
GLOBAL-EXP-10358,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Road Freight,13886.1,48036.1,15.7,0.0,2.33,Clear,Low,4.3
GLOBAL-EXP-10359,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Air Freight,15843.09,93044.68,4.7,0.0,14.37,Minor Storm,Low,8.1
GLOBAL-EXP-10360,Shenzhen Port,22.5431,114.0579,Rotterdam Hub,51.9244,4.4777,Air Freight,8841.62,45656.53,3.4,0.0,9.61,Clear,Medium,1.6
GLOBAL-EXP-10361,Shenzhen Port,22.5431,114.0579,Frankfurt Logistics Hub,50.1109,8.6821,Air Freight,5217.58,28098.49,2.5,0.0,5.19,Minor Storm,Low,1.3
GLOBAL-EXP-10362,Ambarli Port (Istanbul),40.9681,28.6946,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,12482.78,12260.16,28.0,0.0,0.58,Minor Storm,Low,1.6
GLOBAL-EXP-10363,Shenzhen Port,22.5431,114.0579,Port of Los Angeles,33.7423,-118.2705,Sea Freight,15223.81,16934.07,41.1,0.0,0.69,Minor Storm,Medium,9.3
GLOBAL-EXP-10364,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Air Freight,7660.63,43993.7,3.5,0.0,7.37,Clear,Low,9.2
GLOBAL-EXP-10365,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Road Freight,6343.98,17771.51,8.6,0.0,1.3,Minor Storm,Low,1.7
GLOBAL-EXP-10366,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Rail Freight,12831.05,38563.6,17.8,0.0,1.57,Clear,Medium,5.0
GLOBAL-EXP-10367,Shenzhen Port,22.5431,114.0579,Rotterdam Hub,51.9244,4.4777,Sea Freight,13550.87,14490.79,34.3,0.0,0.67,Clear,Low,7.7
GLOBAL-EXP-10368,Shanghai Port,31.2304,121.4737,Hamburg Hub,53.5511,9.9937,Sea Freight,4581.8,3933.42,16.0,0.0,0.21,Minor Storm,Low,9.0
GLOBAL-EXP-10369,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Air Freight,3894.64,18763.76,2.1,0.0,3.64,Minor Storm,Low,3.2
GLOBAL-EXP-10370,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Air Freight,11860.81,85429.59,3.3,15.4,11.69,Clear,High (Suez Crisis),7.3
GLOBAL-EXP-10371,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Sea Freight,10746.96,12926.3,23.8,0.0,0.59,Clear,Low,7.3
GLOBAL-EXP-10372,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Sea Freight,13073.18,12346.0,32.2,0.0,0.71,Clear,Low,2.8
GLOBAL-EXP-10373,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,15716.94,19980.52,35.8,0.0,0.85,Minor Storm,Low,3.0
GLOBAL-EXP-10374,Shenzhen Port,22.5431,114.0579,Port of Los Angeles,33.7423,-118.2705,Road Freight,10570.51,37915.91,14.1,0.0,2.15,Clear,Medium,5.4
GLOBAL-EXP-10375,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Sea Freight,15129.58,16388.33,36.2,0.0,0.68,Clear,Low,4.7
GLOBAL-EXP-10376,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Air Freight,3071.58,17864.38,2.2,11.7,3.1,Severe Typhoon,Low,1.6
GLOBAL-EXP-10377,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Sea Freight,17827.48,17151.54,46.4,0.0,0.81,Clear,Low,5.0
GLOBAL-EXP-10378,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Air Freight,7913.19,41119.75,3.4,0.0,8.16,Clear,Low,7.4
GLOBAL-EXP-10379,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Rail Freight,7971.86,21989.47,10.8,0.0,0.82,Minor Storm,Medium,1.4
GLOBAL-EXP-10380,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Sea Freight,14027.95,19107.49,35.3,0.0,0.65,Clear,Medium,7.0
GLOBAL-EXP-10381,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Sea Freight,7551.4,8106.65,21.8,0.0,0.36,Clear,Low,6.4
GLOBAL-EXP-10382,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Air Freight,12118.26,57376.51,3.5,6.2,12.64,Severe Typhoon,Low,2.8
GLOBAL-EXP-10383,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Road Freight,15898.23,54716.12,18.2,0.0,3.02,Clear,Medium,6.3
GLOBAL-EXP-10384,Shenzhen Port,22.5431,114.0579,Port of Los Angeles,33.7423,-118.2705,Rail Freight,14739.86,34289.86,18.3,0.0,1.59,Minor Storm,Low,9.5
GLOBAL-EXP-10385,Shenzhen Port,22.5431,114.0579,Rotterdam Hub,51.9244,4.4777,Sea Freight,9409.84,9362.04,31.6,0.0,0.5,Clear,Medium,1.6
GLOBAL-EXP-10386,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Rail Freight,5003.56,10537.8,11.8,0.0,0.56,Minor Storm,Medium,4.9
GLOBAL-EXP-10387,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Rail Freight,16215.43,48471.03,19.0,0.0,2.04,Clear,Low,8.1
GLOBAL-EXP-10388,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Air Freight,16415.37,98397.64,4.7,6.0,17.55,Severe Typhoon,Low,6.2
GLOBAL-EXP-10389,Ambarli Port (Istanbul),40.9681,28.6946,Hamburg Hub,53.5511,9.9937,Road Freight,16937.14,80982.65,18.8,14.7,2.8,Minor Storm,High (Suez Crisis),6.1
GLOBAL-EXP-10390,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Sea Freight,7766.83,10474.48,28.2,0.0,0.37,Clear,Low,6.9
GLOBAL-EXP-10391,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Air Freight,13298.54,89108.65,2.9,10.1,13.33,Clear,High (Suez Crisis),9.4
GLOBAL-EXP-10392,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Sea Freight,17850.87,23736.5,38.9,0.0,0.93,Clear,Low,4.5
GLOBAL-EXP-10393,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Rail Freight,7943.78,21783.68,13.5,7.5,0.91,Severe Typhoon,Low,5.4
GLOBAL-EXP-10394,Shenzhen Port,22.5431,114.0579,Rotterdam Hub,51.9244,4.4777,Air Freight,2853.57,14787.61,2.7,0.0,2.95,Minor Storm,Low,4.4
GLOBAL-EXP-10395,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,12308.11,18240.29,26.4,0.0,0.62,Minor Storm,Low,7.7
GLOBAL-EXP-10396,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Sea Freight,9282.75,11765.26,34.2,0.0,0.43,Clear,Medium,1.2
GLOBAL-EXP-10397,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Rail Freight,9277.96,26190.2,15.7,0.0,1.11,Clear,Low,9.6
GLOBAL-EXP-10398,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Air Freight,16740.92,89978.87,4.3,0.0,16.26,Clear,Low,1.5
GLOBAL-EXP-10399,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Road Freight,11861.03,45157.7,14.6,15.0,2.28,Clear,High (Suez Crisis),9.8
GLOBAL-EXP-10400,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Rail Freight,14842.24,47445.99,15.0,0.0,1.88,Minor Storm,Low,6.6
GLOBAL-EXP-10401,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Road Freight,4046.99,11945.74,7.1,9.4,0.74,Severe Typhoon,Medium,9.0
GLOBAL-EXP-10402,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Air Freight,5372.69,26025.57,2.6,0.0,5.12,Clear,Low,1.9
GLOBAL-EXP-10403,Ambarli Port (Istanbul),40.9681,28.6946,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,4656.35,5532.38,16.0,12.1,0.22,Clear,Extreme (Chokepoint Blocked),6.7
GLOBAL-EXP-10404,Shanghai Port,31.2304,121.4737,Hamburg Hub,53.5511,9.9937,Road Freight,7685.12,25946.43,8.7,0.0,1.34,Clear,Low,8.3
GLOBAL-EXP-10405,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Road Freight,6341.86,22500.99,10.6,16.2,1.25,Clear,Extreme (Chokepoint Blocked),2.4
GLOBAL-EXP-10406,Ambarli Port (Istanbul),40.9681,28.6946,Hamburg Hub,53.5511,9.9937,Air Freight,11983.98,58846.84,3.5,0.0,10.98,Clear,Low,5.1
GLOBAL-EXP-10407,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Sea Freight,7820.95,7300.92,25.0,0.0,0.39,Minor Storm,Low,9.9
GLOBAL-EXP-10408,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Air Freight,15441.73,92406.04,4.7,0.0,15.04,Clear,Low,2.8
GLOBAL-EXP-10409,Shenzhen Port,22.5431,114.0579,Rotterdam Hub,51.9244,4.4777,Road Freight,12992.63,43596.85,13.3,0.0,2.61,Minor Storm,Low,2.1
GLOBAL-EXP-10410,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Rail Freight,5142.71,16157.02,9.3,0.0,0.6,Minor Storm,Low,6.2
GLOBAL-EXP-10411,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Rail Freight,16917.16,66000.56,17.7,18.5,1.76,Clear,Extreme (Chokepoint Blocked),2.5
GLOBAL-EXP-10412,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Rail Freight,6571.32,20453.56,14.2,0.0,0.77,Clear,Medium,2.3
GLOBAL-EXP-10413,Shenzhen Port,22.5431,114.0579,Port of Los Angeles,33.7423,-118.2705,Rail Freight,7399.69,28723.59,12.8,22.2,0.81,Severe Typhoon,High (Suez Crisis),3.3
GLOBAL-EXP-10414,Shanghai Port,31.2304,121.4737,Hamburg Hub,53.5511,9.9937,Road Freight,2010.45,7301.71,6.8,0.0,0.39,Clear,Low,7.8
GLOBAL-EXP-10415,Shenzhen Port,22.5431,114.0579,Port of Los Angeles,33.7423,-118.2705,Sea Freight,6703.19,6475.0,32.6,0.0,0.36,Clear,Low,6.5
GLOBAL-EXP-10416,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Rail Freight,9460.79,27556.36,12.1,7.4,1.08,Severe Typhoon,Low,6.4
GLOBAL-EXP-10417,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Road Freight,9611.01,32453.67,13.1,0.0,1.61,Clear,Medium,6.8
GLOBAL-EXP-10418,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Rail Freight,10020.41,20644.97,11.9,7.5,1.17,Severe Typhoon,Low,8.6
GLOBAL-EXP-10419,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Rail Freight,7376.11,18874.14,13.8,0.0,0.94,Minor Storm,Low,2.7
GLOBAL-EXP-10420,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Road Freight,8273.5,28758.68,9.4,0.0,1.65,Clear,Medium,3.1
GLOBAL-EXP-10421,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Sea Freight,7854.17,10843.13,31.1,10.9,0.39,Minor Storm,High (Suez Crisis),3.5
GLOBAL-EXP-10422,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Road Freight,12685.89,63591.49,13.6,16.8,2.44,Clear,High (Suez Crisis),3.9
GLOBAL-EXP-10423,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Rail Freight,7606.61,23546.4,11.8,0.0,0.86,Clear,Low,7.1
GLOBAL-EXP-10424,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Road Freight,6990.07,27762.12,8.1,12.6,1.29,Minor Storm,Extreme (Chokepoint Blocked),4.1
GLOBAL-EXP-10425,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Rail Freight,9245.02,27934.34,12.0,22.4,0.99,Heavy Snow,High (Suez Crisis),4.1
GLOBAL-EXP-10426,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Rail Freight,9535.36,26644.63,15.1,0.0,1.17,Clear,Low,6.2
GLOBAL-EXP-10427,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Sea Freight,14547.3,22067.67,41.2,17.2,0.69,Clear,High (Suez Crisis),8.7
